title,aliases,year,month,category,ep,tid,replies,views,post_time,votes1,votes2,votes3,votes4,votes5,message,score,standard_deviation
乌鸦不择主,,2024,4,TV,20,2202081,0,1112,2024-10-5 20:15,6,7,1,0,1,,113.3333,1.0242
尼尔：自动人形 Ver1.1a 第二季,,2024,7,TV,12,2202079,0,1199,2024-10-5 20:03,6,5,6,1,1,,73.6842,1.1165
狼与香辛料：行商邂逅贤狼,,2024,4,TV,25,2202076,4,1583,2024-10-5 19:51,3,18,8,1,1,,67.7419,0.8186
关于我转生变成史莱姆这档事 第三季,,2024,4,TV,24,2202074,0,1162,2024-10-5 19:44,0,1,1,2,5,,-122.2222,1.0304
再见，地球,,2024,7,TV,10,2202032,0,845,2024-10-5 13:47,0,1,1,0,0,,50.0000,0.5000
异世界自杀小队,,2024,7,TV,10,2202030,1,915,2024-10-5 13:42,0,0,2,5,3,,-110.0000,0.7000
盒中之海,,2024,10,MOV,1,2201902,0,1841,2024-10-3 20:00,0,4,4,0,1,,22.2222,0.9162
好想告诉你 第三季,,2024,8,WEB,5,2201807,0,1051,2024-10-2 18:47,0,0,1,0,1,,-100.0000,1.0000
魔王学院的不适任者Ⅱ 后半,,2024,4,TV,12,2201801,0,1016,2024-10-2 17:54,0,0,0,0,2,,-200.0000,0.0000
大室家 亲爱的朋友们,,2024,6,MOV,1,2201799,0,953,2024-10-2 17:13,0,3,3,0,0,,50.0000,0.5000
剧场版 转生成为了只有乙女游戏破灭Flag的邪恶大小姐…,,2023,12,MOV,1,2201796,0,922,2024-10-2 16:56,0,0,0,0,0,,0.0000,0.0000
天穗之咲稻姬,,2024,7,TV,13,2201372,5,2093,2024-9-28 23:58,5,26,9,1,3,,65.9091,0.9521
败犬女主太多了！,,2024,7,TV,12,2201370,21,5709,2024-9-28 23:53,205,70,19,8,9,,145.9807,0.9339
擅长逃跑的殿下,,2024,7,TV,12,2201369,5,1861,2024-9-28 23:51,6,32,22,2,6,,44.1176,1.0056
恋爱无法用双子除尽,,2024,7,TV,12,2200945,3,1369,2024-9-25 23:05,0,3,5,3,2,,-30.7692,0.9911
魔法少女与邪恶曾经敌对。,,2024,7,TV,12,2200786,4,2187,2024-9-24 23:09,21,12,7,3,2,,104.4444,1.1344
深夜重拳,,2024,7,TV,12,2200628,5,3225,2024-9-24 03:08,101,42,8,2,5,,146.8354,0.8978
身为VTuber的我因为忘记关台而成了传说,,2024,7,TV,12,2200583,0,1193,2024-9-23 19:47,0,1,3,1,4,,-88.8889,1.0999
亦叶亦花,,2024,7,TV,12,2200577,4,1872,2024-9-23 19:24,0,2,12,19,22,,-110.9091,0.8670
我要【招架】一切～反误解的世界最强想成为冒险家～,,2024,7,TV,12,2200381,1,1518,2024-9-22 20:58,0,0,9,4,6,,-84.2105,0.8744
DDDD 恶魔的破坏,,2024,5,WEB,18,2200197,2,2986,2024-9-21 10:01,59,21,7,2,0,,153.9326,0.7352
魔王军最强的魔术师是人类,,2024,7,TV,12,2200141,0,1316,2024-9-20 21:08,0,0,3,2,7,,-133.3333,0.8498
疑似后宫,,2024,7,TV,12,2200134,1,1239,2024-9-20 20:27,0,5,2,3,2,,-16.6667,1.1426
女神的露天咖啡厅 第二季,,2024,7,TV,12,2200127,2,1438,2024-9-20 19:33,1,4,3,0,0,,75.0000,0.6614
湾岸MIDNIGHT,,2007,6,TV,26,2200014,0,1197,2024-9-20 03:17,0,1,1,0,0,,50.0000,0.5000
义妹生活,,2024,7,TV,12,2199981,14,5132,2024-9-19 20:49,130,45,10,1,0,,163.4409,0.6097
鹿乃子乃子乃子虎视眈眈,,2024,7,TV,12,2199875,8,1945,2024-9-18 23:43,0,6,19,13,17,,-74.5455,1.0130
邻座的艾琳同学偶尔会用俄语悄悄撒娇,,2024,7,TV,12,2199869,16,3703,2024-9-18 23:04,2,4,30,28,41,,-97.1429,0.9996
我的妻子没有感情,,2024,7,TV,12,2199491,0,1385,2024-9-15 16:07,0,2,1,1,0,,25.0000,0.8292
从路人角色开始的探索英雄谭,,2024,7,TV,12,2199487,0,1329,2024-9-15 15:41,0,0,0,3,3,,-150.0000,0.5000
小市民系列,,2024,7,TV,10,2199484,19,3328,2024-9-15 15:36,7,35,49,25,8,,6.4516,0.9816
Code Geass 夺还的罗赛,,2024,6,WEB,12,2198313,6,2876,2024-9-6 16:26,0,3,10,7,22,,-114.2857,1.0135
虚幻勇士,,2003,9,TV,95,2196860,0,2217,2024-8-27 19:59,0,0,0,0,0,,0.0000,0.0000
颠倒的帕特玛,,2013,11,MOV,1,2190937,1,2949,2024-7-10 18:50,10,12,2,0,0,,133.3333,0.6236
魔法科高中的劣等生 第三季,,2024,4,TV,13,2190639,0,2231,2024-7-8 17:18,0,0,4,1,1,,-50.0000,0.7638
女子竞轮！,,2024,4,TV,12,2190635,0,2056,2024-7-8 16:59,0,0,0,0,2,,-200.0000,0.0000
花野井同学与相思病,,2024,4,TV,12,2190626,0,2158,2024-7-8 16:37,0,0,0,0,0,,0.0000,0.0000
怪物转生,,2024,4,TV,12,2190625,0,2114,2024-7-8 16:25,0,1,1,0,5,,-128.5714,1.1606
与妖为邻,,2024,4,TV,13,2190623,0,2141,2024-7-8 16:02,0,2,0,0,0,,100.0000,0.0000
王牌酒保 神之杯,,2024,4,TV,12,2190618,1,2287,2024-7-8 15:29,1,6,0,0,0,,114.2857,0.3499
转生贵族，凭鉴定技能扭转人生,,2024,4,TV,12,2190615,0,2216,2024-7-8 15:17,0,1,3,1,1,,-33.3333,0.9428
被称为废物的原英雄，被家里流放后随心所欲地活下去,,2024,4,TV,12,2190614,0,2153,2024-7-8 15:09,0,0,0,0,1,,-200.0000,0.0000
BLOODY ESCAPE -地獄の逃走劇-,,2024,1,MOV,1,2190541,6,3904,2024-7-7 23:36,8,3,0,0,0,,172.7273,0.4454
约会大作战Ⅴ,,2024,4,TV,12,2190427,1,2412,2024-7-6 21:34,0,1,1,0,0,,50.0000,0.5000
战队大失格,,2024,4,TV,12,2190426,0,2030,2024-7-6 21:05,0,0,3,1,1,,-60.0000,0.8000
死神少爷与黑女仆 第三季,,2024,4,TV,12,2190421,0,2309,2024-7-6 20:37,0,2,0,0,0,,100.0000,0.0000
沙漠大冒险：剧集,,2024,3,WEB,13,2190419,2,2625,2024-7-6 20:24,5,1,1,0,0,,157.1429,0.7284
THE NEW GATE,,2024,4,TV,12,2190417,0,2380,2024-7-6 20:09,0,0,1,0,5,,-166.6667,0.7454
直播风暴,,2024,4,TV,12,2190307,0,1947,2024-7-5 22:29,0,3,0,1,0,,50.0000,0.8660
黑执事 寄宿学校篇,,2024,4,TV,11,2190297,0,1903,2024-7-5 21:19,0,0,0,0,0,,0.0000,0.0000
格林童话变奏曲,,2024,4,WEB,6,2190294,0,2199,2024-7-5 20:53,0,0,4,2,1,,-57.1429,0.7284
失忆投捕,,2024,4,TV,12,2189931,16,8103,2024-7-2 23:38,151,22,4,2,1,,177.7778,0.5921
无职转生Ⅱ～到了异世界就拿出真本事～ 后半,,2024,4,TV,12,2189774,7,4290,2024-7-1 21:53,25,51,9,2,9,,84.3750,1.1211
青春猪头少年不会梦到红书包女孩,,2023,12,MOV,1,2189768,1,2855,2024-7-1 21:32,0,0,12,0,0,,0.0000,0.0000
喂！蜻蜓,,2024,4,TV,13,2189755,4,2588,2024-7-1 19:23,9,4,1,0,0,,157.1429,0.6227
神渴望着游戏。,,2024,4,TV,13,2189751,0,2151,2024-7-1 19:18,0,0,1,0,0,,0.0000,0.0000
鬼灭之刃 柱训练篇,,2024,5,TV,8,2189638,9,5070,2024-7-1 02:04,13,33,11,3,2,,83.8710,0.9192
吹响！上低音号3,,2024,4,TV,13,2189582,51,8805,2024-6-30 16:48,40,85,47,44,92,,-20.4545,1.4461
防风少年,,2024,4,TV,13,2189571,1,2445,2024-6-30 16:00,0,0,2,2,4,,-125.0000,0.8292
星际庄的恋爱日记,,2024,4,TV,12,2189569,1,2367,2024-6-30 15:51,1,2,7,1,0,,27.2727,0.7497
从Lv2开始开外挂的前勇者候补过着悠哉异世界生活,,2024,4,TV,12,2189558,2,2674,2024-6-30 14:04,0,2,8,1,0,,9.0909,0.5143
怪兽8号,,2024,4,TV,12,2189538,2,3513,2024-6-30 11:32,1,4,21,7,2,,-14.2857,0.7980
怪异与少女与神隐,,2024,4,TV,12,2189519,4,2971,2024-6-30 08:27,0,10,15,0,0,,40.0000,0.4899
GIRLS BAND CRY,,2024,4,TV,13,2189396,63,14718,2024-6-29 00:00,211,128,63,19,6,,121.5457,0.9485
无名记忆,,2024,4,TV,12,2189135,2,2977,2024-6-26 23:55,0,0,4,5,6,,-113.3333,0.8055
声优广播的台前幕后,,2024,4,TV,12,2189129,2,2976,2024-6-26 23:26,0,5,15,6,0,,-3.8462,0.6493
月光下的异世界之旅 第二幕,,2024,1,TV,25,2189119,2,2705,2024-6-26 22:39,0,5,4,1,4,,-28.5714,1.2206
末日列车去往何方？,,2024,4,TV,12,2188818,25,6689,2024-6-24 20:36,36,84,40,7,2,,85.7988,0.8377
碧蓝档案,,2024,4,TV,12,2188690,5,4060,2024-6-23 23:30,0,4,19,9,4,,-36.1111,0.8217
福星小子 第二季,,2024,1,TV,23,2188594,2,2979,2024-6-23 01:47,18,9,2,2,0,,138.7097,0.8680
夜晚的水母不会游泳,,2024,4,TV,12,2188585,29,7315,2024-6-23 00:30,0,4,36,51,134,,-140.0000,0.8165
极速星舞,,2024,4,TV,12,2188557,3,2889,2024-6-22 19:45,0,0,5,1,0,,-16.6667,0.3727
偶像大师 闪耀色彩,,2024,4,TV,12,2188531,9,4431,2024-6-22 13:24,0,0,1,2,46,,-191.8367,0.3403
爷爷奶奶返老还童,,2024,4,TV,11,2188439,0,2273,2024-6-21 13:54,0,2,5,0,0,,28.5714,0.4518
转生为第七王子，随心所欲的魔法学习之路,,2024,4,TV,12,2188414,3,3402,2024-6-21 10:09,9,22,9,0,1,,92.6829,0.8082
为美好的世界献上祝福！3,,2024,4,TV,11,2188403,12,4710,2024-6-21 09:43,22,55,16,0,0,,106.4516,0.6360
怪人的沙拉碗,,2024,4,TV,12,2188402,20,6515,2024-6-21 09:34,74,39,11,0,1,,148.0000,0.7222
摇曳露营△ 第三季,,2024,4,TV,12,2188399,11,4107,2024-6-21 09:29,5,19,29,15,5,,5.4795,1.0053
拾荒者统治,,2023,10,WEB,12,2188232,0,2984,2024-6-19 20:11,6,3,1,0,0,,150.0000,0.6708
身为魔王的我娶了奴隶精灵为妻，该如何表白我的爱？,,2024,4,TV,12,2187724,0,2465,2024-6-16 02:20,0,1,2,2,0,,-20.0000,0.7483
单间，光照尚好，附带天使。,,2024,4,TV,12,2187716,0,2576,2024-6-16 00:35,1,0,1,0,0,,100.0000,1.0000
剧场版排球少年!! 垃圾场的决战,,2024,2,MOV,1,2187713,2,3639,2024-6-15 23:58,7,10,11,1,3,,53.1250,1.1452
迷宫饭,,2024,1,TV,24,2187467,20,7131,2024-6-13 22:40,93,93,10,5,5,,128.1553,0.8581
银河冒险战记 the second stage,,2001,10,TV,13,2186988,0,2528,2024-6-10 14:08,0,1,0,0,0,,100.0000,0.0000
银河冒险战记,,2000,10,TV,13,2186986,0,2697,2024-6-10 13:59,0,2,1,0,0,,66.6667,0.4714
机动战士高达SEED FREEDOM,,2024,1,MOV,1,2186705,12,6259,2024-6-8 12:59,30,21,15,2,13,,65.4321,1.4069
剧场版 间谍过家家 代号：白,,2023,12,MOV,1,2182204,2,4843,2024-5-1 21:25,3,18,19,2,3,,35.5556,0.9227
哈尔的移动城堡,,2004,11,MOV,1,2182154,6,4708,2024-5-1 13:42,11,20,9,3,3,,71.7391,1.0967
数码宝贝02 最初的召唤,,2023,10,MOV,1,2180659,2,4235,2024-4-20 14:44,0,0,4,2,12,,-144.4444,0.8315
特搜组大吾 救国的橘色部队,,2023,10,TV,23,2179839,0,3019,2024-4-14 14:04,0,0,1,1,0,,-50.0000,0.5000
月刊妄想科学,,2024,1,TV,12,2179838,0,3176,2024-4-14 14:02,0,0,0,0,1,,-200.0000,0.0000
大室家 亲爱的姐妹们,,2024,2,MOV,1,2178781,2,4614,2024-4-6 21:31,24,3,5,0,0,,159.3750,0.7441
小酒馆Basue,,2024,1,TV,13,2178778,2,4053,2024-4-6 21:19,1,7,3,2,0,,53.8462,0.8427
绽裂？！,,2024,1,TV,12,2178777,1,3260,2024-4-6 21:14,0,2,4,1,3,,-50.0000,1.1180
魔女与野兽,,2024,1,TV,12,2178618,0,3250,2024-4-5 11:27,1,8,2,2,1,,42.8571,1.0498
大欺诈师 razbliuto,,2024,2,WEB,4,2178575,0,3857,2024-4-4 20:29,0,1,3,3,2,,-66.6667,0.9428
青之驱魔师 岛根启明结社篇,,2024,1,TV,12,2178574,0,3039,2024-4-4 20:23,0,1,3,0,0,,25.0000,0.4330
女王的手术刀,,2024,1,TV,12,2178572,1,3208,2024-4-4 19:55,0,0,5,1,0,,-16.6667,0.3727
最强肉盾的迷宫攻略~拥有稀少技能体力9999的肉盾，被勇者队伍辞退了~,,2024,1,TV,12,2178570,1,3287,2024-4-4 19:31,0,1,5,3,1,,-40.0000,0.8000
指尖相触，恋恋不舍,,2024,1,TV,12,2178565,0,3041,2024-4-4 19:13,1,5,4,0,0,,70.0000,0.6403
婚戒物语,,2024,1,TV,12,2178564,1,3617,2024-4-4 19:10,0,0,5,3,2,,-70.0000,0.7810
战国⁣妖狐 救世姐弟篇,,2024,1,TV,13,2178562,3,4405,2024-4-4 18:33,7,13,3,1,0,,108.3333,0.7592
事与愿违的不死冒险者,,2024,1,TV,12,2178557,0,3749,2024-4-4 17:52,0,16,5,3,0,,54.1667,0.7059
金属口红,,2024,1,TV,13,2178488,30,9568,2024-4-4 04:47,1,2,4,4,162,,-187.2832,0.5440
你想活出怎样的人生,,2023,7,MOV,1,2178460,15,7148,2024-4-3 21:16,33,54,27,6,10,,72.3077,1.1233
我独自升级,,2024,1,TV,12,2177980,6,5281,2024-3-31 21:38,10,22,24,2,1,,64.4068,0.8589
狩龙人拉格纳,,2023,10,TV,24,2177977,6,4807,2024-3-31 21:13,5,26,9,4,0,,72.7273,0.7794
香格里拉边境～粪作猎人向神作游戏发起挑战～,,2023,10,TV,25,2177972,6,5709,2024-3-31 20:46,3,23,23,11,2,,22.5806,0.9055
我心里危险的东西 第二季,,2024,1,TV,13,2177901,10,7066,2024-3-31 01:27,88,7,8,1,3,,164.4860,0.8781
狩火之王 第二季,,2024,1,TV,10,2177891,2,3943,2024-3-30 23:51,0,1,1,1,13,,-162.5000,0.8570
最弱魔物使开始了捡垃圾之旅。,,2024,1,TV,12,2177882,4,3584,2024-3-30 22:28,0,7,12,3,1,,8.6957,0.7753
治愈魔法的错误使用方法,,2024,1,TV,13,2177878,2,3733,2024-3-30 22:00,6,21,10,4,0,,70.7317,0.8336
勇气爆发,,2024,1,TV,12,2177866,26,10451,2024-3-30 21:07,10,32,56,26,33,,-25.4777,1.1832
异修罗,,2024,1,TV,12,2177467,3,4579,2024-3-28 05:43,1,15,14,2,1,,39.3939,0.7761
欢迎来到实力至上主义的教室 第三季,,2024,1,TV,13,2177466,1,3852,2024-3-28 05:40,0,7,11,1,6,,-24.0000,1.1056
弱势角色友崎君 2nd STAGE,,2024,1,TV,13,2177465,1,3762,2024-3-28 05:36,1,1,9,2,6,,-57.8947,1.1386
梦想成为魔法少女,,2024,1,TV,13,2177445,16,9535,2024-3-27 23:17,74,73,29,0,2,,121.9101,0.7948
魔都精兵的奴隶,,2024,1,TV,12,2177433,5,5070,2024-3-27 20:49,2,19,34,1,3,,27.1186,0.7774
公主大人“拷问”的时间到了,,2024,1,TV,12,2177432,6,4736,2024-3-27 20:28,3,31,8,2,0,,79.5455,0.6245
恶役千金LV99～我是隐藏BOSS但不是魔王～,,2024,1,TV,12,2177425,2,4212,2024-3-27 19:46,0,3,15,1,3,,-18.1818,0.8332
奇异贤伴：黑色天使 后半,,2024,1,TV,12,2177059,13,6237,2024-3-26 01:30,1,1,10,6,27,,-126.6667,1.0198
愚蠢天使与恶魔共舞,,2024,1,TV,12,2177057,1,3234,2024-3-26 01:02,0,2,8,2,1,,-15.3846,0.7692
北海道辣妹贼拉可爱,,2024,1,TV,12,2177045,2,4082,2024-3-25 22:39,0,4,6,6,0,,-12.5000,0.7806
轮回7次的恶役千金，在前敌国享受随心所欲的新婚生活,,2024,1,TV,12,2176931,3,4184,2024-3-25 00:13,2,17,7,1,0,,74.0741,0.6436
"因为不是真正的伙伴而被逐出勇者队伍,流落到边境展开慢活人生 第二季",,2024,1,TV,12,2176928,0,3082,2024-3-24 23:50,0,1,8,3,1,,-30.7692,0.7216
不死不幸,,2023,10,TV,24,2176927,10,5844,2024-3-24 23:42,0,11,18,16,4,,-26.5306,0.8984
秒杀外挂太强了，异世界的家伙们根本就不是对手。,,2024,1,TV,12,2176898,13,6254,2024-3-24 20:08,5,27,36,6,8,,18.2927,1.0016
碰之道,,2024,1,TV,12,2176891,3,4040,2024-3-24 19:22,4,6,9,5,1,,28.0000,1.0778
佐佐木与文鸟小哔,,2024,1,TV,12,2176888,12,5340,2024-3-24 19:09,0,2,15,16,13,,-86.9565,0.8750
药屋少女的呢喃,,2023,10,TV,24,2176854,13,7578,2024-3-24 12:46,46,97,12,5,3,,109.2025,0.7973
葬送的芙莉莲,,2023,10,TV,28,2176695,55,13909,2024-3-22 23:27,315,78,20,12,9,,156.2212,0.8678
猪肝记得煮熟再吃,,2023,10,TV,12,2170976,3,4968,2024-2-5 21:25,0,1,0,2,10,,-161.5385,0.8356
光之美少女 All Stars F,,2023,9,MOV,1,2170351,4,6778,2024-1-31 22:48,39,4,0,2,0,,177.7778,0.6630
爱丽丝和特蕾丝的梦幻工厂,,2023,9,MOV,1,2170336,4,5670,2024-1-31 20:40,14,11,10,3,2,,80.0000,1.1446
开阔天空！光之美少女,,2023,2,TV,50,2170334,3,4895,2024-1-31 20:38,1,19,5,2,3,,43.3333,1.0225
歪小子斯科特,,2023,11,WEB,8,2169708,0,4569,2024-1-26 20:17,1,8,0,0,0,,111.1111,0.3143
世界尽头的圣骑士 铁锈之山的君王,,2023,10,TV,12,2166394,1,4183,2024-1-2 21:11,2,6,2,2,0,,66.6667,0.9428
重生者的魔法一定要特别,,2023,10,TV,12,2166390,0,4036,2024-1-2 20:59,0,1,0,1,0,,0.0000,1.0000
我们的雨色协议,,2023,10,TV,12,2166388,2,4829,2024-1-2 20:56,0,1,3,4,19,,-151.8519,0.8331
明日方舟：冬隐归路,,2023,10,TV,8,2166386,0,4314,2024-1-2 20:54,1,3,4,1,3,,-16.6667,1.2802
凹凸魔女的亲子日常,,2023,10,TV,12,2166384,1,4186,2024-1-2 20:51,0,3,7,1,0,,18.1818,0.5750
暴食狂战士,,2023,10,TV,12,2166383,1,4034,2024-1-2 20:48,0,1,3,2,1,,-42.8571,0.9035
OVERTAKE!,,2023,10,TV,12,2166381,2,4970,2024-1-2 20:43,14,9,3,2,3,,93.5484,1.2935
极速车魂,,2023,10,TV,12,2166380,3,4950,2024-1-2 20:39,0,2,8,2,1,,-15.3846,0.7692
BLUE GIANT,,2023,2,MOV,1,2166377,0,4252,2024-1-2 20:33,22,7,0,0,0,,175.8621,0.4279
大雪海的卡纳 星之贤者,,2023,10,MOV,1,2166376,3,4580,2024-1-2 20:30,0,3,2,3,0,,0.0000,0.8660
巨兽防卫企业,,2023,10,TV,12,2166169,1,4521,2024-1-1 10:50,1,4,1,1,1,,37.5000,1.2183
绊之Allele,,2023,4,TV,24,2166166,0,3943,2024-1-1 10:35,0,0,0,0,8,,-200.0000,0.0000
神选,,2023,10,TV,12,2166164,2,4942,2024-1-1 10:19,4,15,6,1,0,,84.6154,0.7175
地下忍者,,2023,10,TV,12,2166161,5,5289,2024-1-1 09:53,15,7,6,1,1,,113.3333,1.0562
大小姐和看门犬,,2023,10,TV,13,2166160,0,4383,2024-1-1 09:45,0,1,0,0,2,,-100.0000,1.4142
家里蹲吸血姬的苦闷,,2023,10,TV,12,2166130,1,5279,2023-12-31 22:56,0,23,22,6,3,,20.3704,0.8472
圣女魔力无所不能 第二季,,2023,10,TV,12,2166128,0,4256,2023-12-31 22:53,0,0,1,3,1,,-100.0000,0.6325
SHY 腼腆英雄,,2023,10,TV,12,2166126,1,4131,2023-12-31 22:48,0,0,6,4,1,,-54.5455,0.6556
回忆中的玛妮,,2014,7,MOV,1,2166022,0,4358,2023-12-30 21:38,4,3,2,0,0,,122.2222,0.7857
龙与魔女 #0.8,,2023,12,TV,1,2165970,0,5072,2023-12-30 13:08,19,10,5,2,0,,127.7778,0.9010
僵尸百分百～变成僵尸之前想做的100件事～,,2023,7,TV,12,2165969,4,5046,2023-12-30 13:01,0,7,10,11,30,,-110.3448,1.0778
黑暗集会,,2023,7,TV,25,2165968,7,6271,2023-12-30 12:59,17,41,10,1,0,,107.2464,0.6664
亡骸游戏,,2023,4,TV,24,2165966,2,4451,2023-12-30 12:48,0,7,8,1,0,,37.5000,0.5995
希望之力～大人光之美少女‘23～,,2023,10,TV,12,2165965,0,3985,2023-12-30 12:40,0,4,1,0,8,,-92.3077,1.3846
咒术回战 第二季,,2023,7,TV,23,2165924,20,8691,2023-12-29 21:55,50,33,9,3,4,,123.2323,1.0133
16bit的感动 ANOTHER LAYER,,2023,10,TV,13,2165676,31,10038,2023-12-27 23:57,4,21,39,39,59,,-79.0123,1.1409
赛马娘 PRETTY DERBY 第三季,,2023,10,TV,13,2165673,6,6470,2023-12-27 23:51,0,2,12,10,55,,-149.3671,0.8400
米奇与达利 恶童物语,,2023,10,TV,13,2165494,0,4516,2023-12-26 13:12,4,20,4,0,0,,100.0000,0.5345
青春猪头少年不会梦到娇怜外出妹,,2023,6,MOV,1,2165436,1,4887,2023-12-25 23:02,2,4,16,1,1,,20.8333,0.8154
名侦探柯南：黑铁的鱼影,,2023,4,MOV,1,2165434,9,6680,2023-12-25 22:56,67,27,23,4,4,,119.2000,1.0484
星灵感应,,2023,10,TV,12,2165430,3,5757,2023-12-25 22:31,12,20,18,5,2,,61.4035,1.0218
超超超超超喜欢你的100个女朋友,,2023,10,TV,12,2165302,13,8223,2023-12-24 22:40,114,25,9,6,2,,155.7692,0.8641
破灭之国,,2023,10,TV,12,2165271,2,4613,2023-12-24 17:10,0,1,1,1,16,,-168.4211,0.7982
因想当冒险者而前往大都市的女儿已经升到了S级,,2023,10,TV,13,2165270,5,5189,2023-12-24 17:07,0,1,10,3,1,,-26.6667,0.6799
盾之勇者成名录 第三季,,2023,10,TV,12,2165269,0,3959,2023-12-24 17:01,1,1,7,0,0,,33.3333,0.6667
哥布林杀手Ⅱ,,2023,10,TV,12,2165268,1,4572,2023-12-24 16:57,1,9,26,3,0,,20.5128,0.6068
堤亚穆帝国物语～从断头台开始，公主重生后的逆转人生～,,2023,10,TV,12,2165250,2,5021,2023-12-24 14:34,3,10,12,4,0,,41.3793,0.8517
魔法使的新娘 第二季,,2023,4,TV,24,2165243,3,4973,2023-12-24 13:49,0,6,6,0,0,,50.0000,0.5000
偶像大师 百万现场！,,2023,10,TV,12,2165238,7,6910,2023-12-24 12:23,77,10,12,1,4,,149.0385,1.0000
石纪元 NEW WORLD,,2023,4,TV,22,2165234,3,4966,2023-12-24 11:51,7,13,4,0,3,,77.7778,1.1653
间谍过家家 第二季,,2023,10,TV,12,2165203,7,6138,2023-12-23 23:13,7,48,13,4,2,,72.9730,0.8104
我推是反派大小姐。,,2023,10,TV,12,2165175,2,5078,2023-12-23 18:56,4,18,14,2,1,,56.4103,0.8411
捡到被退婚大小姐的我，教会她做坏坏的事,,2023,10,TV,12,2165174,0,4196,2023-12-23 18:50,0,0,7,1,0,,-12.5000,0.3307
位于恋爱光谱极端的我们。,,2023,10,TV,12,2165173,4,5777,2023-12-23 18:46,4,0,0,4,15,,-113.0435,1.4834
女友成双 第二季,,2023,10,TV,12,2165172,4,5691,2023-12-23 18:42,11,15,3,4,0,,100.0000,0.9535
勇者赫鲁库,,2023,7,TV,24,2164931,4,5476,2023-12-21 13:53,0,4,22,4,11,,-53.6585,0.9901
想要成为影之实力者！第二季,,2023,10,TV,12,2164905,19,9599,2023-12-21 10:41,95,44,13,0,6,,140.5063,0.9280
浪客剑心,,2023,7,TV,24,2164854,5,5988,2023-12-20 20:38,7,18,17,2,4,,45.8333,1.0598
圣剑学院的魔剑使,,2023,10,TV,12,2164029,3,5233,2023-12-13 21:38,0,5,16,11,0,,-18.7500,0.6818
心理测量者,,2023,5,MOV,1,2162150,16,8719,2023-11-27 21:47,24,15,10,1,0,,124.0000,0.8381
180秒能让你的耳朵幸福吗？,,2021,10,TV,12,2160257,0,4850,2023-11-10 21:41,0,3,1,0,0,,75.0000,0.4330
进击的巨人 最终季 完结篇,,2023,3,TV,7,2159522,13,9752,2023-11-5 12:29,30,30,16,5,45,,-3.9683,1.6301
进击的巨人 最终季,,2020,12,TV,28,2159519,5,7572,2023-11-5 12:24,10,17,11,5,16,,0.0000,1.4614
冥王,,2023,10,TV,8,2158386,12,9667,2023-10-27 17:06,72,50,15,3,2,,131.6901,0.8506
GRIDMAN UNIVERSE,,2023,3,MOV,1,2158123,9,8382,2023-10-25 20:28,75,26,9,1,5,,142.2414,0.9839
七魔剑支配天下,,2023,7,TV,15,2156978,1,5174,2023-10-17 10:44,0,1,10,6,2,,-47.3684,0.7517
晚安世界,,2023,10,WEB,12,2156642,2,6770,2023-10-13 22:38,3,23,4,0,1,,87.0968,0.7067
蓝色管弦乐,,2023,4,TV,24,2155992,0,5353,2023-10-8 22:32,3,5,2,1,1,,66.6667,1.1785
其实，我是最强的？,,2023,7,TV,12,2155360,1,5022,2023-10-3 18:54,0,0,6,0,2,,-50.0000,0.8660
公司的小小前辈,,2023,7,TV,12,2155314,0,4968,2023-10-3 13:52,0,0,4,0,0,,0.0000,0.0000
死神：千年血战篇-诀别谭-,,2023,7,TV,13,2155313,6,7550,2023-10-3 13:41,33,26,3,1,0,,144.4444,0.6614
奇异贤伴：黑色天使 前半,,2023,7,TV,12,2155312,9,7507,2023-10-3 13:39,5,29,11,3,2,,64.0000,0.8890
圣 战士丹拜因,,1983,2,TV,49,2155138,1,4960,2023-10-1 22:10,11,2,0,1,1,,140.0000,1.2000
灵魂力量,,1998,4,TV,26,2155135,12,8280,2023-10-1 21:58,5,7,1,0,0,,130.7692,0.6057
鲁邦三世 卡里奥斯特罗之城,,1979,12,MOV,1,2155132,0,4901,2023-10-1 21:25,14,4,0,0,0,,177.7778,0.4157
战斗机甲萨芬格尔,,1982,2,TV,50,2155121,5,5825,2023-10-1 20:11,9,2,0,0,1,,150.0000,1.1180
租借女友 第三季,,2023,7,TV,12,2155111,0,5182,2023-10-1 18:55,1,0,3,1,6,,-100.0000,1.2792
AI电子基因,,2023,7,TV,12,2155109,1,5245,2023-10-1 18:52,1,3,8,0,3,,-6.6667,1.1235
死神少爷与黑女仆 第二季,,2023,7,TV,12,2155108,0,4796,2023-10-1 18:50,2,3,2,0,0,,100.0000,0.7559
英雄教室,,2023,7,TV,12,2154976,5,6374,2023-9-30 15:35,0,12,5,2,2,,28.5714,0.9828
妖幻三重奏,,2023,1,TV,12,2154974,3,5627,2023-9-30 15:33,0,1,16,3,0,,-10.0000,0.4359
喜欢的人忘记戴眼镜了,,2023,7,TV,13,2154973,4,6117,2023-9-30 15:30,0,3,4,5,8,,-90.0000,1.0909
无职转生Ⅱ～到了异世界就拿出真本事～ 前半,,2023,7,TV,13,2154944,14,9783,2023-9-30 11:47,19,73,31,2,6,,74.0458,0.8875
能干的猫今天也忧郁,,2023,7,TV,13,2154927,1,6233,2023-9-30 02:36,3,19,3,0,0,,100.0000,0.4899
